X1	X2	NSH	SHX1	SHX2	SH	Type
DH2	DH30	13899	0.9741	0.9777	0.9741	Non-TR
DH2	DH4	14344	0.9817	0.9799	0.9799	Non-TR
DH2	DH6	14453	0.9775	0.9762	0.9762	Non-TR
DH2	DH8	12825	0.9782	0.9774	0.9774	Non-TR
DH2	DP13	14128	0.9552	0.9634	0.9552	Non-TR
DH2	DP17	14419	0.9559	0.9617	0.9559	Non-TR
DH2	DP1	14110	0.9536	0.9625	0.9536	Non-TR
DH2	DP22	14353	0.9542	0.9616	0.9542	Non-TR
DH2	DP23	13560	0.9428	0.9624	0.9428	Non-TR
DH2	DP25	14137	0.9546	0.961	0.9546	Non-TR
DH2	DP26	14472	0.9583	0.9608	0.9583	Non-TR
DH2	DP28	13887	0.9559	0.9604	0.9559	Non-TR
DH2	DP2	14287	0.9546	0.9609	0.9546	Non-TR
DH2	DP4	13866	0.9566	0.9619	0.9566	Non-TR
DH2	DP6	14369	0.9581	0.962	0.9581	Non-TR
DH2	DP8	14498	0.9579	0.9621	0.9579	Non-TR
DH2	FC10	14285	0.9482	0.9708	0.9482	Non-TR
DH2	FC12	13797	0.9442	0.9709	0.9442	Non-TR
DH2	FC13	13796	0.9451	0.9703	0.9451	Non-TR
DH2	FC14	14111	0.9465	0.9714	0.9465	Non-TR
DH2	FC19	11477	0.9318	0.97	0.9318	Non-TR
DH2	FC23	13880	0.9473	0.9697	0.9473	Non-TR
DH2	FC24	13861	0.9478	0.9686	0.9478	Non-TR
DH2	FC27	14120	0.9493	0.9688	0.9493	Non-TR
DH2	FC28	13534	0.9362	0.9693	0.9362	Non-TR
DH2	FC30a	14183	0.9565	0.9707	0.9565	Non-TR
DH2	FC30b	14010	0.9555	0.9712	0.9555	Non-TR
DH2	FC5	13923	0.9454	0.9691	0.9454	Non-TR
DH2	FC7	13943	0.9466	0.9689	0.9466	Non-TR
DH2	FI11	13488	0.9543	0.9749	0.9543	Non-TR
DH2	FI16	13979	0.9556	0.9723	0.9556	Non-TR
DH2	FI1	14142	0.957	0.9732	0.957	Non-TR
DH2	FI21	13518	0.9556	0.9714	0.9556	Non-TR
DH2	FI22	14409	0.9565	0.9734	0.9565	Non-TR
DH2	FI25	14353	0.9572	0.9741	0.9572	Non-TR
DH2	FI26	14175	0.9553	0.9742	0.9553	Non-TR
DH2	FI29	14546	0.9576	0.9733	0.9576	Non-TR
DH2	FI5	14262	0.9556	0.9738	0.9556	Non-TR
DH2	FI7	14198	0.9582	0.9725	0.9582	Non-TR
DH2	FI8	14234	0.9582	0.973	0.9582	Non-TR
DH2	FI9	14250	0.9557	0.9746	0.9557	Non-TR
DH2	GU10	4703	0.3239	0.9484	0.3239	Non-TR
DH2	GU12	2515	0.1718	0.9527	0.1718	Non-TR
DH2	GU13	3692	0.2525	0.9523	0.2525	Non-TR
DH2	GU17	3060	0.207	0.9598	0.207	Non-TR
DH2	GU19	2312	0.1595	0.9448	0.1595	Non-TR
DH2	GU21	2574	0.1891	0.9537	0.1891	Non-TR
DH2	GU23	1586	0.1074	0.9435	0.1074	Non-TR
DH2	GU25	4196	0.2888	0.9515	0.2888	Non-TR
DH2	GU26	4417	0.328	0.9481	0.328	Non-TR
DH2	GU28	4520	0.3245	0.9492	0.3245	Non-TR
DH2	GU30	4702	0.3167	0.9493	0.3167	Non-TR
DH2	GU5	4711	0.3184	0.9473	0.3184	Non-TR
DH2	GU7	4606	0.3243	0.9491	0.3243	Non-TR
DH2	HB10	14111	0.9539	0.9626	0.9539	Non-TR
DH2	HB12	13975	0.9517	0.9641	0.9517	Non-TR
DH2	HB16	14122	0.9544	0.9605	0.9544	Non-TR
DH2	HB19	14236	0.9567	0.9624	0.9567	Non-TR
DH2	HB1	14116	0.9687	0.9752	0.9687	Non-TR
DH2	HB20	14280	0.971	0.9739	0.971	Non-TR
DH2	HB23	14029	0.9506	0.9642	0.9506	Non-TR
DH2	HB24	14017	0.9504	0.963	0.9504	Non-TR
DH2	HB27	14436	0.957	0.9609	0.957	Non-TR
DH2	HB28	14646	0.973	0.974	0.973	Non-TR
DH2	HB2	14100	0.9719	0.9742	0.9719	Non-TR
DH2	HB30	14117	0.954	0.9624	0.954	Non-TR
DH2	HB4	13888	0.9698	0.9735	0.9698	Non-TR
DH2	HB5	14331	0.9557	0.963	0.9557	Non-TR
DH2	MB10	14457	0.9547	0.9734	0.9547	Non-TR
DH2	MB11	13945	0.9536	0.9725	0.9536	Non-TR
DH2	MB16	14094	0.9513	0.9676	0.9513	Non-TR
DH2	MB17	14469	0.9564	0.973	0.9564	Non-TR
DH2	MB18	14327	0.9527	0.975	0.9527	Non-TR
DH2	MB1	14164	0.947	0.9741	0.947	Non-TR
DH2	MB21	14145	0.9555	0.9724	0.9555	Non-TR
DH2	MB23	14478	0.9579	0.9721	0.9579	Non-TR
DH2	MB26	14146	0.954	0.972	0.954	Non-TR
DH2	MB3	14551	0.9591	0.9695	0.9591	Non-TR
DH2	MB5	13866	0.952	0.9713	0.952	Non-TR
DH2	MB9	14237	0.9498	0.9755	0.9498	Non-TR
DH2	MM10	13788	0.9451	0.9663	0.9451	Non-TR
DH2	MM12	14072	0.9497	0.9648	0.9497	Non-TR
DH2	MM13	13888	0.948	0.9657	0.948	Non-TR
DH2	MM15a	13867	0.9454	0.9678	0.9454	Non-TR
DH2	MM15b	13537	0.9511	0.9672	0.9511	Non-TR
DH2	MM1	13875	0.9522	0.9677	0.9522	Non-TR
DH2	MM20	14213	0.9494	0.9663	0.9494	Non-TR
DH2	MM25	13985	0.9478	0.9687	0.9478	Non-TR
DH2	MM29	14162	0.9528	0.9669	0.9528	Non-TR
DH2	MM2	14108	0.9519	0.9628	0.9519	Non-TR
DH2	MM30	13795	0.9514	0.9662	0.9514	Non-TR
DH2	MM6	13877	0.9476	0.9674	0.9476	Non-TR
DH2	MM7	13727	0.9435	0.9678	0.9435	Non-TR
DH2	MM8	13727	0.9492	0.9683	0.9492	Non-TR
DH2	NB11	14209	0.9539	0.9726	0.9539	Non-TR
DH2	NB12	14079	0.9516	0.972	0.9516	Non-TR
DH2	NB13	14207	0.9614	0.9536	0.9536	Non-TR
DH2	NB15	14015	0.9573	0.9698	0.9573	Non-TR
DH2	NB17	13805	0.9534	0.9732	0.9534	Non-TR
DH2	NB19	14381	0.9652	0.9536	0.9536	Non-TR
DH2	NB1	13910	0.9492	0.9515	0.9492	Non-TR
DH2	NB27a	14184	0.9519	0.9718	0.9519	Non-TR
DH2	NB27b	14216	0.9518	0.972	0.9518	Non-TR
DH2	NB28	14367	0.9546	0.9736	0.9546	Non-TR
DH2	NB2	14418	0.9608	0.954	0.954	Non-TR
DH2	NB5	14090	0.958	0.9542	0.9542	Non-TR
DH2	NB6	14413	0.961	0.9528	0.9528	Non-TR
DH2	NB8	14370	0.9538	0.9725	0.9538	Non-TR
DH2	NB9	13742	0.9532	0.9715	0.9532	Non-TR
DH2	WH11	14507	0.9633	0.9529	0.9529	Non-TR
DH2	WH13	14604	0.9657	0.9518	0.9518	Non-TR
DH2	WH15	14392	0.9658	0.9522	0.9522	Non-TR
DH2	WH1	14493	0.9638	0.9522	0.9522	Non-TR
DH2	WH20	14509	0.965	0.9517	0.9517	Non-TR
DH2	WH22	14375	0.9655	0.9514	0.9514	Non-TR
DH2	WH25	14321	0.9633	0.9531	0.9531	Non-TR
DH2	WH28	14426	0.9634	0.9525	0.9525	Non-TR
DH2	WH29	10379	0.9592	0.9548	0.9548	Non-TR
DH2	WH3a	14355	0.9658	0.9532	0.9532	Non-TR
DH2	WH3b	13953	0.9613	0.9535	0.9535	Non-TR
DH2	WH5	14601	0.9634	0.9513	0.9513	Non-TR
DH2	WH6	14497	0.9638	0.9518	0.9518	Non-TR
DH2	WH9	14600	0.9644	0.9527	0.9527	Non-TR
DH30	DH4	13666	0.9798	0.9745	0.9745	Non-TR
DH30	DH6	13818	0.9792	0.9745	0.9745	Non-TR
DH30	DH8	12351	0.978	0.9724	0.9724	Non-TR
DH30	DP13	13510	0.9563	0.9604	0.9563	Non-TR
DH30	DP17	13762	0.9562	0.9582	0.9562	Non-TR
DH30	DP1	13498	0.9556	0.9603	0.9556	Non-TR
DH30	DP22	13709	0.9558	0.958	0.9558	Non-TR
DH30	DP23	12914	0.9432	0.9584	0.9432	Non-TR
DH30	DP25	13532	0.9555	0.9583	0.9555	Non-TR
DH30	DP26	13805	0.9588	0.9571	0.9571	Non-TR
DH30	DP28	13292	0.9579	0.9575	0.9575	Non-TR
DH30	DP2	13636	0.9558	0.9579	0.9558	Non-TR
DH30	DP4	13272	0.9567	0.9598	0.9567	Non-TR
DH30	DP6	13673	0.9568	0.9577	0.9568	Non-TR
DH30	DP8	13828	0.9587	0.9589	0.9587	Non-TR
DH30	FC10	13636	0.9487	0.9668	0.9487	Non-TR
DH30	FC12	13197	0.947	0.9697	0.947	Non-TR
DH30	FC13	13179	0.947	0.9672	0.947	Non-TR
DH30	FC14	13443	0.9473	0.9677	0.9473	Non-TR
DH30	FC19	11024	0.9345	0.9692	0.9345	Non-TR
DH30	FC23	13291	0.9495	0.9673	0.9495	Non-TR
DH30	FC24	13274	0.9507	0.9671	0.9507	Non-TR
DH30	FC27	13524	0.9509	0.966	0.9509	Non-TR
DH30	FC28	13001	0.9399	0.9677	0.9399	Non-TR
DH30	FC30a	13547	0.9585	0.9675	0.9585	Non-TR
DH30	FC30b	13423	0.958	0.9687	0.958	Non-TR
DH30	FC5	13338	0.948	0.9678	0.948	Non-TR
DH30	FC7	13339	0.948	0.9658	0.948	Non-TR
DH30	FI11	12977	0.9573	0.9731	0.9573	Non-TR
DH30	FI16	13369	0.9566	0.97	0.9566	Non-TR
DH30	FI1	13515	0.9583	0.9718	0.9583	Non-TR
DH30	FI21	12986	0.9577	0.9712	0.9577	Non-TR
DH30	FI22	13736	0.9581	0.9713	0.9581	Non-TR
DH30	FI25	13717	0.9588	0.9708	0.9588	Non-TR
DH30	FI26	13566	0.9572	0.9713	0.9572	Non-TR
DH30	FI29	13851	0.9584	0.9694	0.9584	Non-TR
DH30	FI5	13613	0.9572	0.9706	0.9572	Non-TR
DH30	FI7	13561	0.96	0.97	0.96	Non-TR
DH30	FI8	13586	0.9599	0.97	0.9599	Non-TR
DH30	FI9	13602	0.9571	0.9709	0.9571	Non-TR
DH30	GU10	4484	0.3231	0.9422	0.3231	Non-TR
DH30	GU12	2403	0.1719	0.9453	0.1719	Non-TR
DH30	GU13	3508	0.2519	0.9491	0.2519	Non-TR
DH30	GU17	2928	0.2075	0.9566	0.2075	Non-TR
DH30	GU19	2223	0.1608	0.9464	0.1608	Non-TR
DH30	GU21	2486	0.1906	0.9521	0.1906	Non-TR
DH30	GU23	1504	0.107	0.9307	0.107	Non-TR
DH30	GU25	3993	0.2881	0.9458	0.2881	Non-TR
DH30	GU26	4206	0.3263	0.9428	0.3263	Non-TR
DH30	GU28	4330	0.3245	0.945	0.3245	Non-TR
DH30	GU30	4472	0.3159	0.9409	0.3159	Non-TR
DH30	GU5	4478	0.3175	0.9423	0.3175	Non-TR
DH30	GU7	4395	0.3236	0.9417	0.3236	Non-TR
DH30	HB10	13485	0.9558	0.9592	0.9558	Non-TR
DH30	HB12	13380	0.9527	0.9614	0.9527	Non-TR
DH30	HB16	13523	0.9562	0.9593	0.9562	Non-TR
DH30	HB19	13605	0.9572	0.9592	0.9572	Non-TR
DH30	HB1	13542	0.9698	0.9729	0.9698	Non-TR
DH30	HB20	13684	0.9708	0.9724	0.9708	Non-TR
DH30	HB23	13442	0.9523	0.9607	0.9523	Non-TR
DH30	HB24	13414	0.9522	0.9602	0.9522	Non-TR
DH30	HB27	13789	0.9577	0.9596	0.9577	Non-TR
DH30	HB28	13978	0.973	0.9701	0.9701	Non-TR
DH30	HB2	13523	0.9736	0.9712	0.9712	Non-TR
DH30	HB30	13474	0.9553	0.9595	0.9553	Non-TR
DH30	HB4	13295	0.9714	0.9706	0.9706	Non-TR
DH30	HB5	13671	0.9558	0.9596	0.9558	Non-TR
DH30	MB10	13783	0.9559	0.9704	0.9559	Non-TR
DH30	MB11	13333	0.9549	0.97	0.9549	Non-TR
DH30	MB16	13514	0.9537	0.9652	0.9537	Non-TR
DH30	MB17	13788	0.9574	0.9702	0.9574	Non-TR
DH30	MB18	13649	0.9531	0.9706	0.9531	Non-TR
DH30	MB1	13532	0.9486	0.9716	0.9486	Non-TR
DH30	MB21	13511	0.9565	0.9693	0.9565	Non-TR
DH30	MB23	13829	0.9596	0.9698	0.9596	Non-TR
DH30	MB26	13521	0.956	0.9697	0.956	Non-TR
DH30	MB3	13861	0.9598	0.9666	0.9598	Non-TR
DH30	MB5	13228	0.9533	0.9687	0.9533	Non-TR
DH30	MB9	13579	0.951	0.9718	0.951	Non-TR
DH30	MM10	13197	0.9477	0.964	0.9477	Non-TR
DH30	MM12	13457	0.9508	0.9615	0.9508	Non-TR
DH30	MM13	13238	0.9494	0.9621	0.9494	Non-TR
DH30	MM15a	13266	0.947	0.9648	0.947	Non-TR
DH30	MM15b	13005	0.9525	0.9652	0.9525	Non-TR
DH30	MM1	13256	0.9528	0.9637	0.9528	Non-TR
DH30	MM20	13618	0.9514	0.9639	0.9514	Non-TR
DH30	MM25	13383	0.9481	0.9644	0.9481	Non-TR
DH30	MM29	13518	0.9528	0.9641	0.9528	Non-TR
DH30	MM2	13462	0.9522	0.9598	0.9522	Non-TR
DH30	MM30	13212	0.9535	0.9643	0.9535	Non-TR
DH30	MM6	13296	0.9489	0.9652	0.9489	Non-TR
DH30	MM7	13160	0.9463	0.9657	0.9463	Non-TR
DH30	MM8	13173	0.9514	0.9655	0.9514	Non-TR
DH30	NB11	13552	0.9544	0.9692	0.9544	Non-TR
DH30	NB12	13429	0.9529	0.9687	0.9529	Non-TR
DH30	NB13	13559	0.9622	0.9492	0.9492	Non-TR
DH30	NB15	13406	0.9584	0.9678	0.9584	Non-TR
DH30	NB17	13193	0.9565	0.9712	0.9565	Non-TR
DH30	NB19	13760	0.9656	0.9503	0.9503	Non-TR
DH30	NB1	13293	0.9514	0.9496	0.9496	Non-TR
DH30	NB27a	13591	0.9549	0.9703	0.9549	Non-TR
DH30	NB27b	13592	0.9553	0.9697	0.9553	Non-TR
DH30	NB28	13720	0.9553	0.9701	0.9553	Non-TR
DH30	NB2	13751	0.9617	0.9508	0.9508	Non-TR
DH30	NB5	13521	0.9601	0.9521	0.9521	Non-TR
DH30	NB6	13782	0.9626	0.9504	0.9504	Non-TR
DH30	NB8	13754	0.9557	0.9715	0.9557	Non-TR
DH30	NB9	13136	0.9547	0.968	0.9547	Non-TR
DH30	WH11	13819	0.9628	0.9484	0.9484	Non-TR
DH30	WH13	13924	0.9668	0.9488	0.9488	Non-TR
DH30	WH15	13711	0.9656	0.9481	0.9481	Non-TR
DH30	WH1	13819	0.9629	0.949	0.949	Non-TR
DH30	WH20	13837	0.9657	0.9476	0.9476	Non-TR
DH30	WH22	13734	0.966	0.9482	0.9482	Non-TR
DH30	WH25	13676	0.9642	0.9499	0.9499	Non-TR
DH30	WH28	13745	0.9637	0.9485	0.9485	Non-TR
DH30	WH29	9923	0.9599	0.9536	0.9536	Non-TR
DH30	WH3a	13746	0.9665	0.9511	0.9511	Non-TR
DH30	WH3b	13401	0.9631	0.9508	0.9508	Non-TR
DH30	WH5	13918	0.9638	0.9485	0.9485	Non-TR
DH30	WH6	13841	0.9644	0.9494	0.9494	Non-TR
DH30	WH9	13930	0.9658	0.95	0.95	Non-TR
DH4	DH6	14211	0.9774	0.9776	0.9774	Non-TR
DH4	DH8	12600	0.9778	0.9801	0.9778	Non-TR
DH4	DP13	13850	0.9537	0.9641	0.9537	Non-TR
DH4	DP17	14137	0.955	0.9627	0.955	Non-TR
DH4	DP1	13829	0.9521	0.9629	0.9521	Non-TR
DH4	DP22	14080	0.9541	0.9625	0.9541	Non-TR
DH4	DP23	13288	0.9417	0.9623	0.9417	Non-TR
DH4	DP25	13897	0.9528	0.9626	0.9528	Non-TR
DH4	DP26	14206	0.9582	0.9617	0.9582	Non-TR
DH4	DP28	13681	0.9555	0.9614	0.9555	Non-TR
DH4	DP2	14060	0.9552	0.9631	0.9552	Non-TR
DH4	DP4	13563	0.9543	0.9617	0.9543	Non-TR
DH4	DP6	14121	0.9568	0.9641	0.9568	Non-TR
DH4	DP8	14177	0.9567	0.9623	0.9567	Non-TR
DH4	FC10	13972	0.9471	0.9717	0.9471	Non-TR
DH4	FC12	13535	0.9438	0.9726	0.9438	Non-TR
DH4	FC13	13614	0.9457	0.972	0.9457	Non-TR
DH4	FC14	13827	0.9459	0.9724	0.9459	Non-TR
DH4	FC19	11211	0.9313	0.9713	0.9313	Non-TR
DH4	FC23	13643	0.9469	0.9703	0.9469	Non-TR
DH4	FC24	13626	0.9488	0.9726	0.9488	Non-TR
DH4	FC27	13841	0.948	0.9695	0.948	Non-TR
DH4	FC28	13323	0.9359	0.9713	0.9359	Non-TR
DH4	FC30a	13921	0.9555	0.9723	0.9555	Non-TR
DH4	FC30b	13746	0.955	0.9732	0.955	Non-TR
DH4	FC5	13684	0.9448	0.9702	0.9448	Non-TR
DH4	FC7	13662	0.9456	0.97	0.9456	Non-TR
DH4	FI11	13339	0.9541	0.9771	0.9541	Non-TR
DH4	FI16	13703	0.9545	0.9741	0.9545	Non-TR
DH4	FI1	13848	0.956	0.975	0.956	Non-TR
DH4	FI21	13243	0.9553	0.9738	0.9553	Non-TR
DH4	FI22	14089	0.9558	0.9746	0.9558	Non-TR
DH4	FI25	14077	0.9571	0.9754	0.9571	Non-TR
DH4	FI26	13852	0.9539	0.9746	0.9539	Non-TR
DH4	FI29	14241	0.9573	0.9738	0.9573	Non-TR
DH4	FI5	14006	0.9556	0.9754	0.9556	Non-TR
DH4	FI7	13956	0.958	0.9738	0.958	Non-TR
DH4	FI8	13964	0.9579	0.9738	0.9579	Non-TR
DH4	FI9	13976	0.9563	0.9756	0.9563	Non-TR
DH4	GU10	4617	0.3247	0.9479	0.3247	Non-TR
DH4	GU12	2462	0.1716	0.9535	0.1716	Non-TR
DH4	GU13	3615	0.2523	0.9541	0.2523	Non-TR
DH4	GU17	2995	0.2066	0.9599	0.2066	Non-TR
DH4	GU19	2260	0.1593	0.9468	0.1593	Non-TR
DH4	GU21	2509	0.189	0.9554	0.189	Non-TR
DH4	GU23	1538	0.1063	0.9384	0.1063	Non-TR
DH4	GU25	4111	0.2891	0.9527	0.2891	Non-TR
DH4	GU26	4356	0.3277	0.9503	0.3277	Non-TR
DH4	GU28	4436	0.326	0.9509	0.326	Non-TR
DH4	GU30	4611	0.317	0.9484	0.317	Non-TR
DH4	GU5	4627	0.3192	0.9493	0.3192	Non-TR
DH4	GU7	4526	0.3235	0.9483	0.3235	Non-TR
DH4	HB10	13828	0.9542	0.9619	0.9542	Non-TR
DH4	HB12	13701	0.9504	0.9647	0.9504	Non-TR
DH4	HB16	13898	0.9542	0.9623	0.9542	Non-TR
DH4	HB19	13969	0.9565	0.964	0.9565	Non-TR
DH4	HB1	13796	0.968	0.9755	0.968	Non-TR
DH4	HB20	14018	0.971	0.976	0.971	Non-TR
DH4	HB23	13740	0.9501	0.9645	0.9501	Non-TR
DH4	HB24	13753	0.9501	0.9632	0.9501	Non-TR
DH4	HB27	14145	0.9561	0.9623	0.9561	Non-TR
DH4	HB28	14370	0.9721	0.9752	0.9721	Non-TR
DH4	HB2	13895	0.9724	0.9757	0.9724	Non-TR
DH4	HB30	13820	0.9528	0.9626	0.9528	Non-TR
DH4	HB4	13634	0.9707	0.975	0.9707	Non-TR
DH4	HB5	14066	0.9548	0.9645	0.9548	Non-TR
DH4	MB10	14166	0.9539	0.975	0.9539	Non-TR
DH4	MB11	13602	0.9523	0.9723	0.9523	Non-TR
DH4	MB16	13830	0.9513	0.9698	0.9513	Non-TR
DH4	MB17	14175	0.9566	0.975	0.9566	Non-TR
DH4	MB18	14032	0.9523	0.975	0.9523	Non-TR
DH4	MB1	13923	0.9472	0.9766	0.9472	Non-TR
DH4	MB21	13847	0.9544	0.9729	0.9544	Non-TR
DH4	MB23	14178	0.9569	0.9728	0.9569	Non-TR
DH4	MB26	13894	0.9543	0.9742	0.9543	Non-TR
DH4	MB3	14260	0.9586	0.9705	0.9586	Non-TR
DH4	MB5	13586	0.9521	0.9733	0.9521	Non-TR
DH4	MB9	13944	0.949	0.9756	0.949	Non-TR
DH4	MM10	13519	0.9456	0.9668	0.9456	Non-TR
DH4	MM12	13777	0.9492	0.9646	0.9492	Non-TR
DH4	MM13	13636	0.949	0.9683	0.949	Non-TR
DH4	MM15a	13575	0.9447	0.9684	0.9447	Non-TR
DH4	MM15b	13380	0.9512	0.9695	0.9512	Non-TR
DH4	MM1	13569	0.9508	0.9667	0.9508	Non-TR
DH4	MM20	13925	0.9488	0.9673	0.9488	Non-TR
DH4	MM25	13708	0.9474	0.9696	0.9474	Non-TR
DH4	MM29	13882	0.9513	0.9677	0.9513	Non-TR
DH4	MM2	13848	0.9512	0.9638	0.9512	Non-TR
DH4	MM30	13488	0.9501	0.9667	0.9501	Non-TR
DH4	MM6	13554	0.9468	0.9673	0.9468	Non-TR
DH4	MM7	13403	0.943	0.968	0.943	Non-TR
DH4	MM8	13532	0.9489	0.9695	0.9489	Non-TR
DH4	NB11	13984	0.9547	0.9752	0.9547	Non-TR
DH4	NB12	13842	0.951	0.9729	0.951	Non-TR
DH4	NB13	13974	0.9617	0.9547	0.9547	Non-TR
DH4	NB15	13797	0.9574	0.9709	0.9574	Non-TR
DH4	NB17	13600	0.9534	0.9755	0.9534	Non-TR
DH4	NB19	14071	0.9638	0.9542	0.9542	Non-TR
DH4	NB1	13630	0.9496	0.9525	0.9496	Non-TR
DH4	NB27a	13912	0.9526	0.9742	0.9526	Non-TR
DH4	NB27b	13964	0.9523	0.9743	0.9523	Non-TR
DH4	NB28	14088	0.9541	0.9753	0.9541	Non-TR
DH4	NB2	14142	0.9607	0.9555	0.9555	Non-TR
DH4	NB5	13817	0.9582	0.9561	0.9561	Non-TR
DH4	NB6	14141	0.9604	0.9542	0.9542	Non-TR
DH4	NB8	14101	0.9537	0.9751	0.9537	Non-TR
DH4	NB9	13540	0.953	0.9719	0.953	Non-TR
DH4	WH11	14176	0.9614	0.9529	0.9529	Non-TR
DH4	WH13	14307	0.9651	0.9523	0.9523	Non-TR
DH4	WH15	14126	0.9654	0.9533	0.9533	Non-TR
DH4	WH1	14215	0.9631	0.9532	0.9532	Non-TR
DH4	WH20	14263	0.9659	0.9535	0.9535	Non-TR
DH4	WH22	14124	0.9655	0.9529	0.9529	Non-TR
DH4	WH25	14039	0.9631	0.954	0.954	Non-TR
DH4	WH28	14151	0.9624	0.9538	0.9538	Non-TR
DH4	WH29	10086	0.9589	0.9543	0.9543	Non-TR
DH4	WH3a	14036	0.9654	0.9535	0.9535	Non-TR
DH4	WH3b	13657	0.96	0.9544	0.9544	Non-TR
DH4	WH5	14304	0.9632	0.9528	0.9528	Non-TR
DH4	WH6	14240	0.9642	0.9541	0.9541	Non-TR
DH4	WH9	14319	0.9646	0.9545	0.9545	Non-TR
DH6	DH8	12672	0.9764	0.9766	0.9764	Non-TR
DH6	DP13	14049	0.9551	0.9653	0.9551	Non-TR
DH6	DP17	14330	0.9552	0.9633	0.9552	Non-TR
DH6	DP1	13986	0.9534	0.9644	0.9534	Non-TR
DH6	DP22	14273	0.9536	0.963	0.9536	Non-TR
DH6	DP23	13439	0.9425	0.9622	0.9425	Non-TR
DH6	DP25	14047	0.9535	0.9634	0.9535	Non-TR
DH6	DP26	14391	0.9585	0.9623	0.9585	Non-TR
DH6	DP28	13825	0.9563	0.9623	0.9563	Non-TR
DH6	DP2	14212	0.9551	0.9635	0.9551	Non-TR
DH6	DP4	13761	0.956	0.9629	0.956	Non-TR
DH6	DP6	14281	0.9577	0.9638	0.9577	Non-TR
DH6	DP8	14376	0.9573	0.9625	0.9573	Non-TR
DH6	FC10	14175	0.9471	0.9719	0.9471	Non-TR
DH6	FC12	13695	0.9427	0.9727	0.9427	Non-TR
DH6	FC13	13718	0.945	0.9713	0.945	Non-TR
DH6	FC14	13987	0.945	0.9716	0.945	Non-TR
DH6	FC19	11381	0.9329	0.9722	0.9329	Non-TR
DH6	FC23	13809	0.9481	0.971	0.9481	Non-TR
DH6	FC24	13777	0.9482	0.9712	0.9482	Non-TR
DH6	FC27	14033	0.9494	0.9707	0.9494	Non-TR
DH6	FC28	13474	0.9368	0.9712	0.9368	Non-TR
DH6	FC30a	14105	0.9578	0.9723	0.9578	Non-TR
DH6	FC30b	13941	0.9568	0.9734	0.9568	Non-TR
DH6	FC5	13866	0.946	0.9715	0.946	Non-TR
DH6	FC7	13853	0.9462	0.9717	0.9462	Non-TR
DH6	FI11	13460	0.9549	0.9759	0.9549	Non-TR
DH6	FI16	13863	0.9546	0.974	0.9546	Non-TR
DH6	FI1	14047	0.9571	0.9749	0.9571	Non-TR
DH6	FI21	13420	0.9559	0.9733	0.9559	Non-TR
DH6	FI22	14309	0.9576	0.9753	0.9576	Non-TR
DH6	FI25	14277	0.9585	0.9755	0.9585	Non-TR
DH6	FI26	14091	0.9556	0.9762	0.9556	Non-TR
DH6	FI29	14439	0.9577	0.974	0.9577	Non-TR
DH6	FI5	14178	0.9561	0.9756	0.9561	Non-TR
DH6	FI7	14127	0.9596	0.9752	0.9596	Non-TR
DH6	FI8	14140	0.9588	0.9739	0.9588	Non-TR
DH6	FI9	14149	0.9552	0.975	0.9552	Non-TR
DH6	GU10	4659	0.3232	0.9504	0.3232	Non-TR
DH6	GU12	2477	0.1701	0.9509	0.1701	Non-TR
DH6	GU13	3631	0.2502	0.9563	0.2502	Non-TR
DH6	GU17	3032	0.2063	0.961	0.2063	Non-TR
DH6	GU19	2293	0.1596	0.9463	0.1596	Non-TR
DH6	GU21	2558	0.1893	0.957	0.1893	Non-TR
DH6	GU23	1541	0.1052	0.9391	0.1052	Non-TR
DH6	GU25	4154	0.2883	0.9514	0.2883	Non-TR
DH6	GU26	4379	0.3267	0.946	0.3267	Non-TR
DH6	GU28	4476	0.3242	0.9495	0.3242	Non-TR
DH6	GU30	4644	0.3151	0.9485	0.3151	Non-TR
DH6	GU5	4660	0.3173	0.9487	0.3173	Non-TR
DH6	GU7	4541	0.3219	0.9462	0.3219	Non-TR
DH6	HB10	14022	0.9544	0.9642	0.9544	Non-TR
DH6	HB12	13876	0.9513	0.9654	0.9513	Non-TR
DH6	HB16	14052	0.9548	0.9632	0.9548	Non-TR
DH6	HB19	14143	0.9564	0.9642	0.9564	Non-TR
DH6	HB1	14030	0.9693	0.9774	0.9693	Non-TR
DH6	HB20	14223	0.9718	0.9769	0.9718	Non-TR
DH6	HB23	13941	0.95	0.9652	0.95	Non-TR
DH6	HB24	13950	0.9508	0.9652	0.9508	Non-TR
DH6	HB27	14343	0.9571	0.9638	0.9571	Non-TR
DH6	HB28	14542	0.9728	0.9749	0.9728	Non-TR
DH6	HB2	14049	0.9719	0.9757	0.9719	Non-TR
DH6	HB30	14007	0.9528	0.963	0.9528	Non-TR
DH6	HB4	13757	0.9698	0.974	0.9698	Non-TR
DH6	HB5	14231	0.9548	0.9647	0.9548	Non-TR
DH6	MB10	14362	0.9543	0.9742	0.9543	Non-TR
DH6	MB11	13865	0.954	0.9743	0.954	Non-TR
DH6	MB16	14018	0.953	0.9713	0.953	Non-TR
DH6	MB17	14354	0.9571	0.9748	0.9571	Non-TR
DH6	MB18	14209	0.9516	0.9755	0.9516	Non-TR
DH6	MB1	14079	0.9478	0.9755	0.9478	Non-TR
DH6	MB21	14025	0.9542	0.9725	0.9542	Non-TR
DH6	MB23	14374	0.958	0.973	0.958	Non-TR
DH6	MB26	14069	0.9555	0.9742	0.9555	Non-TR
