X1	X2	NSH	SHX1	SHX2	SH	Type
HB30	MM8	13764	0.9666	0.9773	0.9666	Non-TR
HB30	NB11	14187	0.9674	0.9767	0.9674	Non-TR
HB30	NB12	13986	0.9616	0.9735	0.9616	Non-TR
HB30	NB13	14034	0.965	0.948	0.948	Non-TR
HB30	NB15	13937	0.9683	0.9708	0.9683	Non-TR
HB30	NB17	13758	0.9674	0.9776	0.9674	Non-TR
HB30	NB19	14226	0.968	0.9492	0.9492	Non-TR
HB30	NB1	13773	0.9531	0.9466	0.9466	Non-TR
HB30	NB27a	14182	0.9654	0.9771	0.9654	Non-TR
HB30	NB27b	14224	0.9663	0.9775	0.9663	Non-TR
HB30	NB28	14322	0.9665	0.9775	0.9665	Non-TR
HB30	NB2	14233	0.9631	0.9474	0.9474	Non-TR
HB30	NB5	13938	0.9608	0.9484	0.9484	Non-TR
HB30	NB6	14250	0.964	0.9471	0.9471	Non-TR
HB30	NB8	14353	0.9656	0.9777	0.9656	Non-TR
HB30	NB9	13642	0.9638	0.9717	0.9638	Non-TR
HB30	WH11	14341	0.9662	0.9474	0.9474	Non-TR
HB30	WH13	14482	0.9691	0.9472	0.9472	Non-TR
HB30	WH15	14229	0.9689	0.9465	0.9465	Non-TR
HB30	WH1	14334	0.9654	0.9466	0.9466	Non-TR
HB30	WH20	14374	0.9689	0.9463	0.9463	Non-TR
HB30	WH22	14231	0.9682	0.9458	0.9458	Non-TR
HB30	WH25	14155	0.9658	0.9471	0.9471	Non-TR
HB30	WH28	14256	0.9661	0.9459	0.9459	Non-TR
HB30	WH29	10299	0.962	0.9507	0.9507	Non-TR
HB30	WH3a	14191	0.9683	0.9471	0.9471	Non-TR
HB30	WH3b	13816	0.9645	0.9481	0.9481	Non-TR
HB30	WH5	14443	0.9665	0.9465	0.9465	Non-TR
HB30	WH6	14349	0.967	0.9464	0.9464	Non-TR
HB30	WH9	14436	0.9674	0.9473	0.9473	Non-TR
HB4	HB5	13749	0.9583	0.9628	0.9583	Non-TR
HB4	MB10	13885	0.9584	0.9753	0.9584	Non-TR
HB4	MB11	13351	0.9573	0.9738	0.9573	Non-TR
HB4	MB16	13625	0.9576	0.9704	0.9576	Non-TR
HB4	MB17	13912	0.9616	0.9761	0.9616	Non-TR
HB4	MB18	13784	0.9578	0.9779	0.9578	Non-TR
HB4	MB1	13584	0.9501	0.9756	0.9501	Non-TR
HB4	MB21	13556	0.9588	0.9728	0.9588	Non-TR
HB4	MB23	13921	0.9621	0.9735	0.9621	Non-TR
HB4	MB26	13645	0.9584	0.9742	0.9584	Non-TR
HB4	MB3	13978	0.9631	0.9711	0.9631	Non-TR
HB4	MB5	13342	0.9562	0.9733	0.9562	Non-TR
HB4	MB9	13669	0.9525	0.9761	0.9525	Non-TR
HB4	MM10	13204	0.949	0.9666	0.949	Non-TR
HB4	MM12	13511	0.9524	0.9653	0.9524	Non-TR
HB4	MM13	13355	0.9526	0.9674	0.9526	Non-TR
HB4	MM15a	13266	0.9474	0.9689	0.9474	Non-TR
HB4	MM15b	12976	0.955	0.9689	0.955	Non-TR
HB4	MM1	13314	0.9565	0.969	0.9565	Non-TR
HB4	MM20	13671	0.9529	0.9688	0.9529	Non-TR
HB4	MM25	13462	0.9512	0.9699	0.9512	Non-TR
HB4	MM29	13566	0.9566	0.9678	0.9566	Non-TR
HB4	MM2	13583	0.9559	0.9647	0.9559	Non-TR
HB4	MM30	13220	0.9555	0.9681	0.9555	Non-TR
HB4	MM6	13307	0.9522	0.9696	0.9522	Non-TR
HB4	MM7	13142	0.9487	0.9695	0.9487	Non-TR
HB4	MM8	13212	0.9531	0.9697	0.9531	Non-TR
HB4	NB11	13653	0.9585	0.9747	0.9585	Non-TR
HB4	NB12	13473	0.9534	0.9726	0.9534	Non-TR
HB4	NB13	13640	0.9659	0.9535	0.9535	Non-TR
HB4	NB15	13420	0.9599	0.971	0.9599	Non-TR
HB4	NB17	13278	0.9581	0.9759	0.9581	Non-TR
HB4	NB19	13811	0.9693	0.9545	0.9545	Non-TR
HB4	NB1	13392	0.9551	0.9531	0.9531	Non-TR
HB4	NB27a	13652	0.9569	0.9749	0.9569	Non-TR
HB4	NB27b	13673	0.9564	0.9753	0.9564	Non-TR
HB4	NB28	13810	0.958	0.9757	0.958	Non-TR
HB4	NB2	13881	0.9657	0.9549	0.9549	Non-TR
HB4	NB5	13613	0.9629	0.9554	0.9554	Non-TR
HB4	NB6	13862	0.9656	0.9544	0.9544	Non-TR
HB4	NB8	13821	0.9585	0.9754	0.9585	Non-TR
HB4	NB9	13151	0.9569	0.9723	0.9569	Non-TR
HB4	WH11	13925	0.9673	0.9531	0.9531	Non-TR
HB4	WH13	14044	0.9704	0.9532	0.9532	Non-TR
HB4	WH15	13825	0.9708	0.952	0.952	Non-TR
HB4	WH1	13932	0.968	0.9535	0.9535	Non-TR
HB4	WH20	13944	0.9702	0.9524	0.9524	Non-TR
HB4	WH22	13808	0.9704	0.9524	0.9524	Non-TR
HB4	WH25	13742	0.9673	0.9531	0.9531	Non-TR
HB4	WH28	13877	0.968	0.9537	0.9537	Non-TR
HB4	WH29	9809	0.9639	0.9549	0.9549	Non-TR
HB4	WH3a	13735	0.9696	0.9522	0.9522	Non-TR
HB4	WH3b	13480	0.9655	0.9548	0.9548	Non-TR
HB4	WH5	14031	0.968	0.9534	0.9534	Non-TR
HB4	WH6	13949	0.9681	0.9535	0.9535	Non-TR
HB4	WH9	14036	0.969	0.9541	0.9541	Non-TR
HB5	MB10	14623	0.9667	0.9771	0.9667	Non-TR
HB5	MB11	14091	0.9645	0.976	0.9645	Non-TR
HB5	MB16	14374	0.9707	0.98	0.9707	Non-TR
HB5	MB17	14680	0.9713	0.9801	0.9713	Non-TR
HB5	MB18	14530	0.9667	0.9808	0.9667	Non-TR
HB5	MB1	14345	0.9586	0.9778	0.9586	Non-TR
HB5	MB21	14289	0.9658	0.9743	0.9658	Non-TR
HB5	MB23	14644	0.9695	0.9744	0.9695	Non-TR
HB5	MB26	14303	0.9665	0.975	0.9665	Non-TR
HB5	MB3	14722	0.9701	0.973	0.9701	Non-TR
HB5	MB5	14000	0.9638	0.9741	0.9638	Non-TR
HB5	MB9	14407	0.9615	0.9779	0.9615	Non-TR
HB5	MM10	14063	0.9636	0.9769	0.9636	Non-TR
HB5	MM12	14394	0.97	0.9775	0.97	Non-TR
HB5	MM13	14150	0.9678	0.9771	0.9678	Non-TR
HB5	MM15a	14116	0.9619	0.9778	0.9619	Non-TR
HB5	MM15b	13854	0.9689	0.979	0.9689	Non-TR
HB5	MM1	14132	0.9687	0.9779	0.9687	Non-TR
HB5	MM20	14493	0.9676	0.9783	0.9676	Non-TR
HB5	MM25	14246	0.9658	0.9795	0.9658	Non-TR
HB5	MM29	14415	0.9696	0.9779	0.9696	Non-TR
HB5	MM2	14424	0.9732	0.9772	0.9732	Non-TR
HB5	MM30	14042	0.9683	0.9769	0.9683	Non-TR
HB5	MM6	14166	0.966	0.9793	0.966	Non-TR
HB5	MM7	13993	0.9619	0.9796	0.9619	Non-TR
HB5	MM8	14004	0.9683	0.9793	0.9683	Non-TR
HB5	NB11	14409	0.968	0.9781	0.968	Non-TR
HB5	NB12	14249	0.9625	0.9758	0.9625	Non-TR
HB5	NB13	14269	0.9654	0.9491	0.9491	Non-TR
HB5	NB15	14180	0.9684	0.9718	0.9684	Non-TR
HB5	NB17	14040	0.9689	0.98	0.9689	Non-TR
HB5	NB19	14463	0.9698	0.95	0.95	Non-TR
HB5	NB1	13968	0.9538	0.948	0.948	Non-TR
HB5	NB27a	14413	0.9665	0.9787	0.9665	Non-TR
HB5	NB27b	14446	0.9663	0.9794	0.9663	Non-TR
HB5	NB28	14561	0.9679	0.9786	0.9679	Non-TR
HB5	NB2	14473	0.9647	0.9495	0.9495	Non-TR
HB5	NB5	14156	0.9626	0.9506	0.9506	Non-TR
HB5	NB6	14474	0.9644	0.9488	0.9488	Non-TR
HB5	NB8	14578	0.9663	0.9786	0.9663	Non-TR
HB5	NB9	13926	0.965	0.9748	0.965	Non-TR
HB5	WH11	14567	0.967	0.9486	0.9486	Non-TR
HB5	WH13	14686	0.9698	0.9474	0.9474	Non-TR
HB5	WH15	14474	0.9702	0.9483	0.9483	Non-TR
HB5	WH1	14554	0.9665	0.9477	0.9477	Non-TR
HB5	WH20	14615	0.9699	0.9487	0.9487	Non-TR
HB5	WH22	14472	0.9695	0.9482	0.9482	Non-TR
HB5	WH25	14397	0.9673	0.949	0.949	Non-TR
HB5	WH28	14480	0.9667	0.9486	0.9486	Non-TR
HB5	WH29	10437	0.9624	0.9512	0.9512	Non-TR
HB5	WH3a	14417	0.9691	0.9493	0.9493	Non-TR
HB5	WH3b	14016	0.9645	0.95	0.95	Non-TR
HB5	WH5	14656	0.9668	0.9476	0.9476	Non-TR
HB5	WH6	14585	0.9685	0.949	0.949	Non-TR
HB5	WH9	14665	0.9685	0.9488	0.9488	Non-TR
MB10	MB11	14294	0.9792	0.9798	0.9792	Non-TR
MB10	MB16	14417	0.9752	0.972	0.972	Non-TR
MB10	MB17	14793	0.9794	0.9771	0.9771	Non-TR
MB10	MB18	14642	0.9755	0.9785	0.9755	Non-TR
MB10	MB21	14478	0.9806	0.9788	0.9788	Non-TR
MB10	MB23	14847	0.9831	0.9784	0.9784	Non-TR
MB10	MB26	14513	0.9814	0.9805	0.9805	Non-TR
MB10	MB3	14915	0.9838	0.9757	0.9757	Non-TR
MB10	MB5	14220	0.9778	0.9785	0.9778	Non-TR
MB10	MB9	14725	0.9826	0.9893	0.9826	Non-TR
MB10	MM10	14052	0.9674	0.9684	0.9674	Non-TR
MB10	MM12	14367	0.9713	0.9671	0.9671	Non-TR
MB10	MM13	14180	0.9708	0.969	0.969	Non-TR
MB10	MM15a	14145	0.9663	0.9707	0.9663	Non-TR
MB10	MM15b	13807	0.9727	0.9703	0.9703	Non-TR
MB10	MM1	14167	0.9737	0.9699	0.9699	Non-TR
MB10	MM20	14518	0.9713	0.9696	0.9696	Non-TR
MB10	MM25	14251	0.9687	0.9709	0.9687	Non-TR
MB10	MM29	14420	0.9729	0.9688	0.9688	Non-TR
MB10	MM2	14389	0.9731	0.9652	0.9652	Non-TR
MB10	MM30	14086	0.9729	0.9692	0.9692	Non-TR
MB10	MM6	14163	0.9691	0.9703	0.9691	Non-TR
MB10	MM7	14016	0.9664	0.9712	0.9664	Non-TR
MB10	MM8	14005	0.9712	0.9715	0.9712	Non-TR
MB10	NB11	14492	0.9762	0.9758	0.9758	Non-TR
MB10	NB12	14448	0.9781	0.9803	0.9781	Non-TR
MB10	NB13	14397	0.9765	0.9499	0.9499	Non-TR
MB10	NB15	14335	0.9821	0.9762	0.9762	Non-TR
MB10	NB17	14092	0.9768	0.9773	0.9768	Non-TR
MB10	NB19	14589	0.9801	0.9502	0.9502	Non-TR
MB10	NB1	14120	0.9657	0.9487	0.9487	Non-TR
MB10	NB27a	14515	0.9743	0.9767	0.9743	Non-TR
MB10	NB27b	14535	0.9747	0.9769	0.9747	Non-TR
MB10	NB28	14666	0.9755	0.9769	0.9755	Non-TR
MB10	NB2	14640	0.9763	0.9505	0.9505	Non-TR
MB10	NB5	14299	0.9746	0.952	0.952	Non-TR
MB10	NB6	14647	0.9769	0.9514	0.9514	Non-TR
MB10	NB8	14686	0.9754	0.977	0.9754	Non-TR
MB10	NB9	14070	0.9795	0.9778	0.9778	Non-TR
MB10	WH11	14692	0.9772	0.9476	0.9476	Non-TR
MB10	WH13	14829	0.9805	0.9483	0.9483	Non-TR
MB10	WH15	14578	0.9807	0.9483	0.9483	Non-TR
MB10	WH1	14688	0.9777	0.9483	0.9483	Non-TR
MB10	WH20	14735	0.9797	0.948	0.948	Non-TR
MB10	WH22	14576	0.9793	0.9476	0.9476	Non-TR
MB10	WH25	14502	0.9774	0.9486	0.9486	Non-TR
MB10	WH28	14620	0.9776	0.9488	0.9488	Non-TR
MB10	WH29	10567	0.9733	0.9498	0.9498	Non-TR
MB10	WH3a	14543	0.9803	0.9497	0.9497	Non-TR
MB10	WH3b	14148	0.976	0.9509	0.9509	Non-TR
MB10	WH5	14824	0.9791	0.9487	0.9487	Non-TR
MB10	WH6	14735	0.9792	0.9492	0.9492	Non-TR
MB10	WH9	14824	0.9798	0.9502	0.9502	Non-TR
MB11	MB16	13884	0.9738	0.9713	0.9713	Non-TR
MB11	MB17	14273	0.9789	0.9767	0.9767	Non-TR
MB11	MB18	14104	0.9728	0.9767	0.9728	Non-TR
MB11	MB21	14100	0.9807	0.9785	0.9785	Non-TR
MB11	MB23	14361	0.9842	0.9794	0.9794	Non-TR
MB11	MB26	13981	0.9811	0.9797	0.9797	Non-TR
MB11	MB3	14449	0.9835	0.9768	0.9768	Non-TR
MB11	MB5	13752	0.9787	0.9787	0.9787	Non-TR
MB11	MB9	14147	0.9758	0.9808	0.9758	Non-TR
MB11	MM10	13674	0.9684	0.9697	0.9684	Non-TR
MB11	MM12	13945	0.9713	0.9664	0.9664	Non-TR
MB11	MM13	13652	0.9698	0.968	0.968	Non-TR
MB11	MM15a	13770	0.9662	0.9697	0.9662	Non-TR
MB11	MM15b	13290	0.9713	0.9692	0.9692	Non-TR
MB11	MM1	13972	0.9748	0.9716	0.9716	Non-TR
MB11	MM20	14029	0.9719	0.9699	0.9699	Non-TR
MB11	MM25	13773	0.9679	0.9711	0.9679	Non-TR
MB11	MM29	13922	0.9721	0.9688	0.9688	Non-TR
MB11	MM2	13829	0.9711	0.9641	0.9641	Non-TR
MB11	MM30	13915	0.9741	0.9702	0.9702	Non-TR
MB11	MM6	13937	0.9712	0.9723	0.9712	Non-TR
MB11	MM7	13887	0.9684	0.9727	0.9684	Non-TR
MB11	MM8	13456	0.969	0.9688	0.9688	Non-TR
MB11	NB11	13972	0.9747	0.9751	0.9747	Non-TR
MB11	NB12	13893	0.9752	0.9769	0.9752	Non-TR
MB11	NB13	13841	0.9745	0.9478	0.9478	Non-TR
MB11	NB15	13872	0.9823	0.9755	0.9755	Non-TR
MB11	NB17	13532	0.9747	0.9744	0.9744	Non-TR
MB11	NB19	14199	0.9817	0.9517	0.9517	Non-TR
MB11	NB1	13639	0.9655	0.9486	0.9486	Non-TR
MB11	NB27a	14023	0.9742	0.9754	0.9742	Non-TR
MB11	NB27b	13992	0.9731	0.9747	0.9731	Non-TR
MB11	NB28	14141	0.975	0.9756	0.975	Non-TR
MB11	NB2	14080	0.975	0.949	0.949	Non-TR
MB11	NB5	13778	0.9725	0.95	0.95	Non-TR
MB11	NB6	14118	0.9753	0.9484	0.9484	Non-TR
MB11	NB8	14175	0.9737	0.9752	0.9737	Non-TR
MB11	NB9	13525	0.9777	0.976	0.976	Non-TR
MB11	WH11	14260	0.978	0.949	0.949	Non-TR
MB11	WH13	14312	0.9799	0.9473	0.9473	Non-TR
MB11	WH15	14044	0.98	0.9474	0.9474	Non-TR
MB11	WH1	14154	0.9764	0.9472	0.9472	Non-TR
MB11	WH20	14208	0.9782	0.9468	0.9468	Non-TR
MB11	WH22	14041	0.978	0.9462	0.9462	Non-TR
MB11	WH25	14044	0.9779	0.9489	0.9489	Non-TR
MB11	WH28	14090	0.9766	0.9479	0.9479	Non-TR
MB11	WH29	10673	0.9753	0.9535	0.9535	Non-TR
MB11	WH3a	14119	0.9797	0.9497	0.9497	Non-TR
MB11	WH3b	13784	0.9773	0.9507	0.9507	Non-TR
MB11	WH5	14337	0.9797	0.9495	0.9495	Non-TR
MB11	WH6	14174	0.9774	0.9477	0.9477	Non-TR
MB11	WH9	14306	0.9796	0.9495	0.9495	Non-TR
MB16	MB17	14496	0.9784	0.9785	0.9784	Non-TR
MB16	MB18	14337	0.973	0.9792	0.973	Non-TR
MB16	MB21	14094	0.9732	0.9733	0.9732	Non-TR
MB16	MB23	14459	0.9762	0.974	0.974	Non-TR
MB16	MB26	14133	0.9734	0.9742	0.9734	Non-TR
MB16	MB3	14489	0.9756	0.9703	0.9703	Non-TR
MB16	MB5	13826	0.9695	0.9732	0.9695	Non-TR
MB16	MB9	14209	0.9678	0.977	0.9678	Non-TR
MB16	MM10	13890	0.9748	0.9793	0.9748	Non-TR
MB16	MM12	14174	0.9771	0.9753	0.9753	Non-TR
MB16	MM13	13997	0.9783	0.9777	0.9777	Non-TR
MB16	MM15a	13963	0.973	0.9797	0.973	Non-TR
MB16	MM15b	13648	0.9805	0.9805	0.9805	Non-TR
MB16	MM1	13983	0.9817	0.9799	0.9799	Non-TR
MB16	MM20	14380	0.9791	0.9806	0.9791	Non-TR
MB16	MM25	14116	0.9766	0.9812	0.9766	Non-TR
MB16	MM29	14234	0.9802	0.9792	0.9792	Non-TR
MB16	MM2	14185	0.9794	0.9734	0.9734	Non-TR
MB16	MM30	13902	0.9796	0.979	0.979	Non-TR
MB16	MM6	14019	0.977	0.9817	0.977	Non-TR
MB16	MM7	13852	0.9736	0.9808	0.9736	Non-TR
MB16	MM8	13811	0.9765	0.9792	0.9765	Non-TR
MB16	NB11	14187	0.9741	0.9761	0.9741	Non-TR
MB16	NB12	14019	0.9694	0.9737	0.9694	Non-TR
MB16	NB13	14026	0.9711	0.9463	0.9463	Non-TR
MB16	NB15	13945	0.9746	0.9708	0.9708	Non-TR
MB16	NB17	13795	0.975	0.9784	0.975	Non-TR
MB16	NB19	14242	0.9753	0.9486	0.9486	Non-TR
MB16	NB1	13798	0.9603	0.9471	0.9471	Non-TR
MB16	NB27a	14212	0.9734	0.9778	0.9734	Non-TR
MB16	NB27b	14225	0.9728	0.9772	0.9728	Non-TR
MB16	NB28	14348	0.9724	0.9764	0.9724	Non-TR
MB16	NB2	14260	0.9715	0.9478	0.9478	Non-TR
MB16	NB5	13983	0.9687	0.9478	0.9478	Non-TR
MB16	NB6	14263	0.9711	0.9473	0.9473	Non-TR
MB16	NB8	14400	0.9737	0.9781	0.9737	Non-TR
MB16	NB9	13651	0.9704	0.9714	0.9704	Non-TR
MB16	WH11	14345	0.9729	0.9464	0.9464	Non-TR
MB16	WH13	14461	0.9759	0.9457	0.9457	Non-TR
MB16	WH15	14229	0.9762	0.9462	0.9462	Non-TR
MB16	WH1	14339	0.9729	0.9462	0.9462	Non-TR
MB16	WH20	14383	0.9756	0.9464	0.9464	Non-TR
MB16	WH22	14233	0.975	0.9459	0.9459	Non-TR
MB16	WH25	14156	0.9726	0.9467	0.9467	Non-TR
MB16	WH28	14265	0.9731	0.9468	0.9468	Non-TR
MB16	WH29	10254	0.9679	0.9489	0.9489	Non-TR
MB16	WH3a	14208	0.976	0.9483	0.9483	Non-TR
MB16	WH3b	13855	0.9717	0.9483	0.9483	Non-TR
MB16	WH5	14457	0.9747	0.9468	0.9468	Non-TR
MB16	WH6	14356	0.9738	0.9463	0.9463	Non-TR
MB16	WH9	14453	0.9752	0.9476	0.9476	Non-TR
MB17	MB18	14703	0.9779	0.9838	0.9779	Non-TR
MB17	MB21	14493	0.9789	0.9788	0.9788	Non-TR
MB17	MB23	14814	0.98	0.9783	0.9783	Non-TR
MB17	MB26	14455	0.9773	0.9778	0.9773	Non-TR
MB17	MB3	14888	0.9809	0.9759	0.9759	Non-TR
MB17	MB5	14151	0.9742	0.9771	0.9742	Non-TR
MB17	MB9	14547	0.9708	0.9794	0.9708	Non-TR
MB17	MM10	14142	0.9712	0.9755	0.9712	Non-TR
MB17	MM12	14445	0.9757	0.9736	0.9736	Non-TR
MB17	MM13	14237	0.9741	0.9747	0.9741	Non-TR
MB17	MM15a	14230	0.9703	0.9769	0.9703	Non-TR
MB17	MM15b	13887	0.9767	0.9762	0.9762	Non-TR
MB17	MM1	14264	0.9772	0.9767	0.9767	Non-TR
MB17	MM20	14614	0.976	0.9767	0.976	Non-TR
MB17	MM25	14336	0.9722	0.9766	0.9722	Non-TR
MB17	MM29	14520	0.9779	0.9761	0.9761	Non-TR
MB17	MM2	14474	0.9781	0.9726	0.9726	Non-TR
MB17	MM30	14165	0.9763	0.9754	0.9754	Non-TR
MB17	MM6	14268	0.9745	0.9782	0.9745	Non-TR
MB17	MM7	14123	0.9697	0.978	0.9697	Non-TR
MB17	MM8	14056	0.9748	0.976	0.9748	Non-TR
MB17	NB11	14576	0.9808	0.9814	0.9808	Non-TR
MB17	NB12	14367	0.9719	0.9769	0.9719	Non-TR
MB17	NB13	14403	0.9763	0.9516	0.9516	Non-TR
MB17	NB15	14335	0.9798	0.9766	0.9766	Non-TR
MB17	NB17	14190	0.9804	0.9836	0.9804	Non-TR
MB17	NB19	14634	0.9812	0.9541	0.9541	Non-TR
MB17	NB1	14151	0.9657	0.9516	0.9516	Non-TR
MB17	NB27a	14580	0.9785	0.9825	0.9785	Non-TR
MB17	NB27b	14613	0.979	0.9832	0.979	Non-TR
MB17	NB28	14724	0.9791	0.9822	0.9791	Non-TR
MB17	NB2	14632	0.9751	0.9524	0.9524	Non-TR
MB17	NB5	14295	0.9739	0.9532	0.9532	Non-TR
MB17	NB6	14662	0.9764	0.9527	0.9527	Non-TR
MB17	NB8	14757	0.9788	0.982	0.9788	Non-TR
MB17	NB9	14033	0.9753	0.9759	0.9753	Non-TR
MB17	WH11	14728	0.9779	0.9519	0.9519	Non-TR
MB17	WH13	14860	0.9812	0.9516	0.9516	Non-TR
MB17	WH15	14610	0.9817	0.9515	0.9515	Non-TR
MB17	WH1	14689	0.9774	0.9504	0.9504	Non-TR
MB17	WH20	14771	0.9798	0.9516	0.9516	Non-TR
MB17	WH22	14626	0.9806	0.9515	0.9515	Non-TR
MB17	WH25	14534	0.9787	0.9521	0.9521	Non-TR
MB17	WH28	14646	0.9785	0.9517	0.9517	Non-TR
MB17	WH29	10639	0.9754	0.9565	0.9565	Non-TR
MB17	WH3a	14592	0.9806	0.9529	0.9529	Non-TR
MB17	WH3b	14182	0.9765	0.9531	0.9531	Non-TR
MB17	WH5	14846	0.9792	0.9521	0.9521	Non-TR
MB17	WH6	14753	0.9797	0.9522	0.9522	Non-TR
MB17	WH9	14842	0.9804	0.9531	0.9531	Non-TR
MB18	MB21	14314	0.9784	0.9725	0.9725	Non-TR
MB18	MB23	14647	0.9808	0.9724	0.9724	Non-TR
MB18	MB26	14301	0.9775	0.9725	0.9725	Non-TR
MB18	MB3	14741	0.9825	0.9713	0.9713	Non-TR
MB18	MB5	14013	0.9758	0.9721	0.9721	Non-TR
MB18	MB9	14419	0.9723	0.9757	0.9723	Non-TR
MB18	MM10	14011	0.9716	0.9705	0.9705	Non-TR
MB18	MM12	14308	0.9765	0.9687	0.9687	Non-TR
MB18	MM13	14078	0.9755	0.97	0.97	Non-TR
MB18	MM15a	14074	0.9704	0.972	0.9704	Non-TR
MB18	MM15b	13753	0.9766	0.9724	0.9724	Non-TR
MB18	MM1	14106	0.9786	0.9718	0.9718	Non-TR
MB18	MM20	14436	0.9754	0.9705	0.9705	Non-TR
MB18	MM25	14193	0.9732	0.9725	0.9725	Non-TR
MB18	MM29	14363	0.978	0.971	0.971	Non-TR
MB18	MM2	14295	0.9786	0.9671	0.9671	Non-TR
MB18	MM30	14025	0.9772	0.9707	0.9707	Non-TR
MB18	MM6	14116	0.9749	0.9728	0.9728	Non-TR
MB18	MM7	13969	0.971	0.9728	0.971	Non-TR
MB18	MM8	13927	0.976	0.9711	0.9711	Non-TR
MB18	NB11	14434	0.982	0.9776	0.9776	Non-TR
MB18	NB12	14256	0.9751	0.9732	0.9732	Non-TR
MB18	NB13	14266	0.9776	0.9468	0.9468	Non-TR
MB18	NB15	14178	0.9804	0.9704	0.9704	Non-TR
MB18	NB17	14018	0.9811	0.9776	0.9776	Non-TR
MB18	NB19	14490	0.982	0.9495	0.9495	Non-TR
MB18	NB1	13993	0.9664	0.9466	0.9466	Non-TR
MB18	NB27a	14429	0.9801	0.978	0.978	Non-TR
MB18	NB27b	14455	0.9793	0.9781	0.9781	Non-TR
MB18	NB28	14583	0.9797	0.9772	0.9772	Non-TR
MB18	NB2	14498	0.9772	0.9489	0.9489	Non-TR
MB18	NB5	14161	0.9748	0.9488	0.9488	Non-TR
MB18	NB6	14510	0.9776	0.9477	0.9477	Non-TR
MB18	NB8	14614	0.9807	0.9786	0.9786	Non-TR
MB18	NB9	13897	0.9766	0.9719	0.9719	Non-TR
MB18	WH11	14569	0.9785	0.9467	0.9467	Non-TR
MB18	WH13	14678	0.9819	0.9465	0.9465	Non-TR
MB18	WH15	14461	0.9833	0.9467	0.9467	Non-TR
MB18	WH1	14534	0.9783	0.9456	0.9456	Non-TR
MB18	WH20	14611	0.9813	0.9471	0.9471	Non-TR
MB18	WH22	14463	0.9818	0.9466	0.9466	Non-TR
MB18	WH25	14380	0.9789	0.9468	0.9468	Non-TR
MB18	WH28	14478	0.979	0.946	0.946	Non-TR
MB18	WH29	10476	0.9741	0.9509	0.9509	Non-TR
MB18	WH3a	14431	0.9806	0.9477	0.9477	Non-TR
MB18	WH3b	14011	0.9763	0.9485	0.9485	Non-TR
MB18	WH5	14684	0.98	0.9468	0.9468	Non-TR
MB18	WH6	14586	0.9806	0.9473	0.9473	Non-TR
MB18	WH9	14682	0.9812	0.9483	0.9483	Non-TR
MB1	MB10	14560	0.9834	0.9742	0.9742	Non-TR
MB1	MB11	13991	0.9795	0.9721	0.9721	Non-TR
MB1	MB16	14115	0.9751	0.9649	0.9649	Non-TR
MB1	MB17	14485	0.9795	0.9687	0.9687	Non-TR
MB1	MB18	14351	0.9756	0.971	0.971	Non-TR
MB1	MB21	14245	0.9826	0.9728	0.9728	Non-TR
MB1	MB23	14560	0.9862	0.9721	0.9721	Non-TR
MB1	MB26	14227	0.983	0.9729	0.9729	Non-TR
MB1	MB3	14610	0.9843	0.9692	0.9692	Non-TR
MB1	MB5	13945	0.9802	0.9727	0.9727	Non-TR
MB1	MB9	14353	0.9779	0.9767	0.9767	Non-TR
MB1	MM10	13845	0.969	0.9631	0.9631	Non-TR
MB1	MM12	14121	0.9725	0.9607	0.9607	Non-TR
MB1	MM13	13931	0.9733	0.963	0.963	Non-TR
MB1	MM15a	13907	0.9673	0.9646	0.9646	Non-TR
MB1	MM15b	13660	0.9745	0.9656	0.9656	Non-TR
MB1	MM1	13904	0.9751	0.9641	0.9641	Non-TR
MB1	MM20	14251	0.9732	0.9639	0.9639	Non-TR
MB1	MM25	13999	0.971	0.9646	0.9646	Non-TR
MB1	MM29	14194	0.9758	0.9635	0.9635	Non-TR
MB1	MM2	14137	0.9756	0.9595	0.9595	Non-TR
MB1	MM30	13804	0.9736	0.9617	0.9617	Non-TR
MB1	MM6	13908	0.9714	0.9647	0.9647	Non-TR
MB1	MM7	13740	0.9676	0.9644	0.9644	Non-TR
MB1	MM8	13769	0.9726	0.9648	0.9648	Non-TR
MB1	NB11	14255	0.9774	0.9689	0.9689	Non-TR
MB1	NB12	14271	0.982	0.9761	0.9761	Non-TR
MB1	NB13	14173	0.9788	0.9427	0.9427	Non-TR
MB1	NB15	14131	0.9845	0.9692	0.9692	Non-TR
MB1	NB17	13908	0.9781	0.9706	0.9706	Non-TR
MB1	NB19	14291	0.9796	0.943	0.943	Non-TR
MB1	NB1	13815	0.9655	0.9418	0.9418	Non-TR
MB1	NB27a	14222	0.9756	0.9691	0.9691	Non-TR
MB1	NB27b	14277	0.9761	0.9698	0.9698	Non-TR
MB1	NB28	14389	0.9767	0.9693	0.9693	Non-TR
MB1	NB2	14327	0.976	0.9429	0.9429	Non-TR
MB1	NB5	14016	0.9754	0.9439	0.9439	Non-TR
MB1	NB6	14350	0.9771	0.9435	0.9435	Non-TR
MB1	NB8	14406	0.9761	0.9693	0.9693	Non-TR
MB1	NB9	13931	0.9824	0.9727	0.9727	Non-TR
MB1	WH11	14400	0.9778	0.9414	0.9414	Non-TR
MB1	WH13	14504	0.9815	0.9407	0.9407	Non-TR
MB1	WH15	14343	0.9825	0.9417	0.9417	Non-TR
